id,price,qty,base_qty,time,is_buyer_maker
2178758,114639.7,5.0,0.00436149,1758585603593,false
2178759,114639.7,1.0,8.72298165,1758585603593,false
2178760,114639.7,3.0,0.00261689,1758585604115,false
2178761,114639.7,12.0,0.01046757,1758585604153,false
2178762,114639.7,1.0,8.72298165,1758585604742,false
2178763,114639.7,2.0,0.00174459,1758585604774,false
2178764,114639.6,1.0,8.72298926,1758585605626,true
2178765,114639.6,3.0,0.00261689,1758585605626,true
2178766,114639.6,1.0,8.72298926,1758585605626,true
2178767,114616.6,59.0,0.05147596,1758585607527,true
2178768,114616.6,21.0,0.01832195,1758585607527,true
2178769,114616.6,1.0,8.72473969,1758585607527,true
2178770,114616.6,3.0,0.00261742,1758585607527,true
2178771,114616.6,24.0,0.02093937,1758585607527,true
2178772,114612.8,4.0,0.00349001,1758585607527,true
2178773,114610.7,32.0,0.02792060,1758585607527,true
2178774,114610.6,106.0,0.09248708,1758585607527,true
2178775,114583.4,4.0,0.00349090,1758585609597,false
2178776,114583.4,60.0,0.05236360,1758585609597,false
2178777,114597.7,4.0,0.00349047,1758585618243,true
2178778,114583.3,8.0,0.00698182,1758585620313,true
2178779,114583.3,1.0,8.72727526,1758585620313,true
2178780,114558.5,1.0,8.72916457,1758585636219,true
2178781,114552.1,1.0,8.72965227,1758585636392,true
2178782,114541.1,15.0,0.01309573,1758585638151,false
2178783,114541.1,1.0,8.73049062,1758585638151,false
2178784,114559.2,1.0,8.72911123,1758585638265,false
2178785,114570.6,20.0,0.01745648,1758585648965,true
2178786,114570.6,2.0,0.00174564,1758585648965,true
2178787,114570.6,1.0,8.72824267,1758585648965,true
2178788,114541.2,23.0,0.02008011,1758585660142,false
2178789,114541.2,48.0,0.04190631,1758585660142,false
2178790,114564.3,2.0,0.00174574,1758585667316,false
2178791,114564.3,1.0,8.72872264,1758585667319,false
2178792,114570.7,1.0,8.72823505,1758585667319,false
2178793,114593.6,1.0,8.72649083,1758585695397,true
2178794,114593.6,13.0,0.01134443,1758585696583,true
2178795,114593.6,5.0,0.00436324,1758585696583,true
2178796,114593.6,19.0,0.01658033,1758585696585,true
2178797,114593.6,1.0,8.72649083,1758585696587,true
2178798,114576.7,14.0,0.01221888,1758585707786,false
2178799,114593.7,62.0,0.05410419,1758585724348,false
2178800,114593.7,1.0,8.72648321,1758585724348,false
2178801,114605.2,24.0,0.02094145,1758585724348,false
2178802,114605.2,1.0,8.72560756,1758585724348,false
2178803,114614.7,60.0,0.05234930,1758585724348,false
2178804,114614.8,32.0,0.02791960,1758585724348,false
2178805,114697.1,10.0,0.00871861,1758585781872,true
2178806,114697.1,2.0,0.00174372,1758585781873,true
2178807,114697.1,3.0,0.00261558,1758585781873,true
2178808,114693.4,11.0,0.00959078,1758585800040,true
2178809,114645.4,1.0,8.72254796,1758585801564,true
2178810,114605.2,3.0,0.00261768,1758585850576,false
2178811,114605.2,41.0,0.03577499,1758585850576,false
2178812,114603.6,3.0,0.00261771,1758585868509,false
2178813,114552.0,1.0,8.72965989,1758585931619,false
2178814,114552.0,2.0,0.00174593,1758585931623,false
2178815,114552.0,1.0,8.72965989,1758585931623,false
2178816,114556.3,3.0,0.00261879,1758585978070,false
2178817,114556.3,1.0,8.72933221,1758585978070,false
2178818,114588.4,6.0,0.00523613,1758586022995,false
2178819,114588.4,1.0,8.72688684,1758586023018,false
2178820,114615.9,1.0,8.72479298,1758586028767,true
2178821,114615.9,1.0,8.72479298,1758586029686,true
2178822,114615.9,4.0,0.00348991,1758586029689,true
2178823,114615.9,1.0,8.72479298,1758586029689,true
2178824,114615.9,1.0,8.72479298,1758586029689,true
2178825,114596.1,3.0,0.00261789,1758586063927,true
2178826,114596.1,3.0,0.00261789,1758586063927,true
2178827,114596.1,1.0,8.72630045,1758586063927,true
2178828,114547.8,5.0,0.00436498,1758586074866,false
2178829,114547.8,12.0,0.01047597,1758586074866,false
2178830,114541.0,186.0,0.16238726,1758586099062,true
2178831,114541.0,22.0,0.01920709,1758586099062,true
2178832,114540.3,57.0,0.04976414,1758586099062,true
2178833,114524.9,2.0,0.00174634,1758586100365,true
2178834,114524.9,2.0,0.00174634,1758586100367,true
