open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1758588480000,114590.7,114602.4,114579.5,114579.5,56,1758588539999,0.04886957,4,50,0.04363356,0
1758588540000,114563.5,114563.5,114541.1,114541.1,9,1758588599999,0.00785676,3,5,0.00436525,0
1758588600000,114541.1,114541.1,114541.0,114541.0,279,1758588659999,0.24358085,4,0,0,0
1758588660000,114500.0,114500.0,114478.1,114478.1,161,1758588719999,0.14062181,6,0,0,0
1758588720000,114437.3,114455.6,114437.3,114455.6,6,1758588779999,0.00524263,3,3,0.00262152,0
1758588780000,114437.4,114437.4,114431.9,114431.9,126,1758588839999,0.11010634,5,0,0,0
1758588840000,114419.1,114419.1,114400.0,114400.0,160,1758588899999,0.13984496,4,0,0,0
1758588900000,114387.4,114387.4,114386.9,114386.9,97,1758588959999,0.08479957,9,84,0.07343466,0
1758588960000,114382.1,114390.1,114382.1,114390.1,977,1758589019999,0.85413464,17,830,0.72562701,0
1758589020000,114390.1,114398.2,114390.1,114398.2,149,1758589079999,0.13025594,8,149,0.13025594,0
1758589080000,114409.7,114440.0,114409.7,114440.0,1561,1758589139999,1.36411375,19,755,0.65981455,0
1758589140000,114420.1,114420.1,114420.1,114420.1,17,1758589199999,0.01485753,2,0,0,0
1758589200000,114397.4,114429.7,114397.4,114429.7,291,1758589259999,0.25433281,14,225,0.19665548,0
1758589260000,114412.9,114460.6,114412.9,114429.8,1148,1758589319999,1.00319380,26,1144,0.99969820,0
1758589320000,114403.9,114403.9,114403.8,114403.8,165,1758589379999,0.14422590,6,100,0.08740961,0
1758589380000,114388.1,114396.1,114380.2,114396.1,130,1758589439999,0.11364493,6,5,0.00437139,0
1758589440000,114380.3,114380.3,114380.3,114380.3,6,1758589499999,0.00524566,2,6,0.00524566,0
1758589500000,114394.1,114450.0,114394.1,114450.0,1066,1758589559999,0.93156968,25,718,0.62750677,0
1758589560000,114450.0,114450.0,114403.5,114410.0,610,1758589619999,0.53312765,15,135,0.11800286,0
1758589620000,114392.5,114409.1,114392.5,114409.1,16,1758589679999,0.01398655,5,13,0.01136438,0
1758589680000,114409.1,114409.1,114409.1,114409.1,0,1758589739999,0,0,0,0,0
1758589740000,114395.4,114395.4,114395.4,114395.4,3,1758589799999,0.00262248,1,0,0,0
1758589800000,114380.2,114380.2,114380.2,114380.2,39,1758589859999,0.03409681,8,39,0.03409681,0
1758589860000,114409.6,114409.6,114398.2,114398.2,129,1758589919999,0.11275835,3,0,0,0
1758589920000,114380.1,114380.1,114311.3,114311.3,2257,1758589979999,1.97386261,15,6,0.00524882,0
1758589980000,114329.0,114340.5,114319.0,114319.0,22,1758590039999,0.01924153,5,6,0.00524824,0
1758590040000,114352.2,114375.1,114352.2,114374.9,75,1758590099999,0.06558579,4,69,0.06033989,0
1758590100000,114322.2,114352.2,114322.2,114352.2,61,1758590159999,0.05334466,2,61,0.05334466,0
1758590160000,114375.2,114388.0,114375.2,114388.0,292,1758590219999,0.25527903,18,292,0.25527903,0
1758590220000,114428.5,114444.2,114428.5,114444.2,2,1758590279999,0.00174770,2,2,0.00174770,0
1758590280000,114444.2,114513.1,114444.2,114483.9,72,1758590339999,0.06289185,7,6,0.00524273,0
1758590340000,114455.9,114468.3,114410.5,114417.7,62,1758590399999,0.05418458,8,58,0.05069016,0
1758590400000,114455.7,114456.0,114455.7,114456.0,126,1758590459999,0.11008626,6,124,0.10833886,0
1758590460000,114455.9,114507.1,114455.9,114507.1,100,1758590519999,0.08734607,7,48,0.04193404,0
1758590520000,114501.6,114501.6,114501.6,114501.6,2,1758590579999,0.00174670,1,2,0.00174670,0
1758590580000,114474.0,114474.0,114474.0,114474.0,3,1758590639999,0.00262068,1,3,0.00262068,0
1758590640000,114474.0,114474.0,114474.0,114474.0,0,1758590699999,0,0,0,0,0
1758590700000,114522.9,114522.9,114522.1,114522.1,13,1758590759999,0.01135150,2,0,0,0
1758590760000,114493.1,114495.8,114493.1,114495.8,75,1758590819999,0.06550592,14,75,0.06550592,0
1758590820000,114510.7,114510.7,114510.7,114510.7,2,1758590879999,0.00174656,1,0,0,0
1758590880000,114496.4,114501.5,114496.4,114501.5,36,1758590939999,0.03144079,3,36,0.03144079,0
1758590940000,114501.5,114501.5,114501.5,114501.5,0,1758590999999,0,0,0,0,0
1758591000000,114521.4,114521.4,114521.3,114521.3,106,1758591059999,0.09255918,17,32,0.02794238,0
1758591060000,114504.3,114524.6,114504.3,114524.6,136,1758591119999,0.11876153,27,63,0.05501977,0
1758591120000,114524.6,114524.6,114524.6,114524.6,0,1758591179999,0,0,0,0,0
1758591180000,114461.3,114461.3,114399.9,114399.9,208,1758591239999,0.18175655,10,42,0.03671332,0
1758591240000,114399.9,114399.9,114399.9,114399.9,0,1758591299999,0,0,0,0,0
1758591300000,114400.0,114400.0,114400.0,114400.0,5,1758591359999,0.00437063,2,5,0.00437063,0
1758591360000,114400.0,114445.3,114400.0,114409.7,1147,1758591419999,1.00248609,28,1144,0.99986393,0
1758591420000,114394.0,114423.5,114394.0,114395.6,1397,1758591479999,1.22098462,21,1164,1.01732407,0
